Name,Description,Link,City,Zip,Member Count,Topic Category,Topics,Past Events
Boston Algorithmic Trading,Boston Algorithmic Trading is for anyone interested in creating and using algorithms in the financia,https://www.meetup.com/boston-algorithmic-trading,Boston,02110,2553,Technology,"Data Analytics, Quantitative Finance, Algorithms, Data, Algorithmic Trading, Automated Trading Systems","Talk about Algo Trading - Wes McKinney(Date: 2013-01-10), Talk about Algo Trading - Wes McKinney(Date: 2013-01-10), Ben Lerner Backtesting with Python in Excel using Zipline and DataNitro(Date: 2013-02-07)"
Boston Amazon Sellers,"Calling all Amazon sellers in the Boston area! Open to full-time, part-time and just-starting-out",https://www.meetup.com/boston-amazon-sellers-meetup,Boston,02210,547,Career & Business,Business Strategy,"Selling on Amazon - Avoid Suspensions, Keep Growing And Stay Healthy in 2018(Date: 2018-01-10), Selling on Amazon - Avoid Suspensions, Keep Growing And Stay Healthy in 2018(Date: 2018-01-10), 2nd Amazon Sellers Meetup Info(Date: 2018-04-18)"
Future of Data: Boston,This meetup is focused on the Future of Data and the open community data projects governed by the,https://www.meetup.com/futureofdata-boston,Boston,02108,1876,Technology,"Apache Kafka, Apache Storm, Apache Spark, Apache Pig, Data Science, Internet of Things (IOT), Apache Hbase, Hive, NoSQL, Machine Learning, Yarn, Big Data, Hadoop, Apache Druid","Apache Phoenix and HBase Past, Present and Future of SQL over HBase(Date: 2016-07-26), Apache NiFi - MiNiFi Taking Dataflow Management to the Edge(Date: 2016-08-17), Interactive Data Science with Spark and Zeppelin(Date: 2016-11-09)"
Boston Travel Club,"Do you love to travel? I do! 
Im looking to gather friends in the Greater Boston Area who love to e",https://www.meetup.com/meetup-group-poiuljbj,Boston,02108,5771,Travel & Outdoor,"Singles, Travel, International Travel, Weekend Adventures, Vacations, Adventure Travel, Cruises, Weekend Getaways, Singles Who Travel, Seniors, Solo Travelers","Spend the New Year in Telluride, Colorado!(Date: 2016-12-20), New Years Getaway Miami!(Date: 2016-12-30), New Member Social! Details UPDATED!(Date: 2017-02-28)"
Boston Dog Meetup,"This meetup is for all dog lovers and BarkHappy users in the Boston area! 

BarkHappy is a FREE",https://www.meetup.com/boston-barkhappy-dog-meetup,Boston,02108,629,Pets & Animals,"Small Breed Dogs, Off-Leash Dog Recreation, Active Dogs, Dogs, Dog Parks, Dog Playgroups, Dog Friendly Events, Dog Walks, Dog Friendly, Socializing Dogs, Off Leash Dog Recreation, Pets, Large Breed Dogs","Danehy Dog Park Play Date!(Date: 2016-04-24), Pooch Parade  Festival(Date: 2016-05-14), Dog Park Playdate at Thorndike Field Dog Park(Date: 2016-05-28)"
Long Now Boston,The Long Now Boston Meetup Group is organizationally independent but philosophically aligned with Th,https://www.meetup.com/long-now-boston,Cambridge,02138,765,Science & Education,"Intellectual Discussions, Science, Education & Technology, Learning, New Technology, Digital Art, Futurists, Web Technology, Critical Thinking","Our 2nd Long Now Boston Meetup(Date: 2016-01-27), Our 3rd Long Now Boston Meetup(Date: 2016-03-09), Danny Hillis speaking on The Long Now and the 10-000-year Clock(Date: 2016-05-04)"
Boston Travel Photography,"If you love to travel and want to get the most out of your photography, then this group is for yo",https://www.meetup.com/boston-travel-photography,Boston,02108,3694,Hobbies & Passions,"Digital Photography, Photojournalism, Outdoors, Travel Photography, Nature Photography, Landscape Photography, Night Photography, Cameras, Digital Cameras, Street Photography, Photography, Photo Walks, DSLR Camera","Vermont Winter Wonderland Photography Workshop(Date: 2016-02-05), Culture and Color of Guatemala(Date: 2016-03-13), Getting the most out of Lightroom workshop(Date: 2016-04-09)"
Open edX Boston,"A Boston-based group of Open edX enthusiasts. You could be an educator, a developer, an entrepreneur",https://www.meetup.com/open-edx-boston,Boston,02108,818,Science & Education,"Open Source, Online Education, Education & Technology, Education, E-Learning, Education Entrepreneurs, Education Technology Startups, MOOCs, EdX","First meeting!(Date: 2015-09-28), Transforming Business Education Culture from Classroom to Online Learning(Date: 2015-11-19), Research at EdX and Beyond(Date: 2016-01-27)"
ODSC Data Science Boston,ODSC brings together the open source and data science communities with the goal of helping its membe,https://www.meetup.com/odsc-open-source-data-science,Cambridge,02142,2929,Technology,"Open Source, Python, Data Analytics, Predictive Analytics, Data Science, Machine Learning, Artificial Intelligence, Big Data, Data Visualization, Computer Programming, Applied Statistics, Software Development, AI Algorithms, Software Engineering, Data Engineering","Data-centric startup showcase  data scientists panel - Boston Data Festival(Date: 2013-11-08), TDWI Boston Data Science Career Advice(Date: 2014-10-02), 15 PB of Data, 1M Requests per second, A look inside DataXus Big Data Engine(Date: 2014-11-04)"
Boston Cocktail Explorers,Welcome to Boston Cocktail Explorers! This group is for anyone who loves to explore the vibrant nigh,https://www.meetup.com/boston-cocktail-explorers,Boston,02109,32,No category,"Cocktails, Nightlife, Events & Cocktails, Cocktails & Happy Hour, Social Networking, International Friends",
Boston Whiskey Meetup,The Boston Whiskey Meetup was created to bring local area lovers of bourbon and single malt whisk,https://www.meetup.com/boston-whiskey-meetup,Boston,02111,431,No category,"Whiskey Tasting, Single Malt Scotch Whisky, Whiskey, Bourbon, Social, Spirits and Liquors, Dining Out, Craft Beer, Foodie, Fun Times","whiskey and introductions at Saloon(Date: 2014-07-08), Another great night of Whiskey and conversation(Date: 2014-07-22), 345 PM Tour at Grand Ten Distilling  drinks afterwards at Franklin Southie(Date: 2014-08-03)"
Boston Social Sports,Boston Social Sports and Recreation is a Meetup featuring one day sporting meetu,https://www.meetup.com/boston-social-sports,Boston,02114,9546,Sports & Fitness,"Self-Help & Self-Improvement, Outdoors, Self Exploration, Self-Empowerment, Fun Times, New In Town, Hiking, Social, Sports and Recreation, Social Networking, Singles, Recreational Sports","Sweet Sixteen Softball Game - Coed  All Levels Welcome!(Date: 2013-05-19), Boston Singles Sox vs Yanks Party!(Date: 2013-05-31), Golf(Date: 2013-06-08)"
Boston Ethereum Developers,A meetup for anyone interested in developing decentralized applications on the Ethereum blockchai,https://www.meetup.com/boston-ethereum-developers,Boston,02108,1278,Technology,"New Technology, Cryptography, Virtual Currency, Decentralized Systems & Applications, Bitcoin, Digital Currency, Cryptocurrency, Smart Property, Smart Contracts, Ethereum, Blockchain","Boston Ethereum Developers Kickoff Meeting(Date: 2017-06-01), Boston Ethereum Developers Meetup(Date: 2017-06-29), Boston Ethereum Developers Meetup(Date: 2017-07-25)"
Boston Code Whisperers,Boston Code Whisperers is a community for anyone who wants to learn to code and build their own apps,https://www.meetup.com/boston-code-whisperers,Boston,02108,121,Technology,"Open Source, Software Development, New Technology, Internet Professionals, Web Technology, Web Development, Professional Networking, Technology Startups","Coding Without Knowing Code Build Your First App with ChatGPT(Date: 2024-10-02), Coding Without Knowing Code Build a Full Stack App with ChatGPT(Date: 2024-10-09)"
Boston Movie Group,We are a group of movie fans that get together frequently to watch movies in the Boston area.  We se,https://www.meetup.com/boston-movie-group,Somerville,02145,6283,Hobbies & Passions,Watching Movies,"MEDFORDBOSTON MOVIE GOERS FAN MEETUP GROUP Meetup(Date: 2006-02-25), MEDFORDBOSTON MOVIE GOERS FAN MEETUP GROUP Meetup(Date: 2006-03-04), MEDFORDBOSTON MOVIE GOERS FAN MEETUP GROUP Meetup(Date: 2006-03-11)"
Boston Podcast Brunch Club,Its like a book club but for podcasts! We meet monthly at local restaurants to discuss this months,https://www.meetup.com/boston-podcast-brunch-club,Boston,02108,40,No category,"Coffee, Social, New In Town, Fun Times, Lunch, Brunch, Dinner, Social Networking, Conversation, Book Club, Podcasts","Podcast Brunch Club- The Importance of Rituals(Date: 2024-09-15), Hysterical - Deep Dive(Date: 2024-09-28), Lost Utopias - Podcast Brunch Club(Date: 2024-10-06)"
PhotoFly Travel Club Boston!,"Whether yoursquore an avid photography enthusiast or just enjoy taking pictures, PhotoFly Trave",https://www.meetup.com/photofly-travel-club-bos,Boston,02115,3257,Hobbies & Passions,"Travel, Adventure, Photography, Digital Photography, Hiking, Outdoors, Solo Travelers, Weekend Adventures, Adventure Travel, Nature Photography, Travel Photography, International Travel, Singles","Hiking at Mt Chocorua(Date: 2011-07-23), Boston Chapter Monthly Photo Swap!(Date: 2011-07-27), Turkey Exploration! Amazing photos!(Date: 2011-10-02)"
Singles Ski & Snowboard Boston,Are you single? Tired of Skiing alone? So were we... Thats why we started Singles Ski. A nationa,https://www.meetup.com/singles-ski-snowboard-boston,Boston,02108,819,Travel & Outdoor,"Skiing, Snowboarding, Jewish Singles, Snowsports, Winter Sports, Singles 40's-50's, Ski Trips, Snowboarding & Skiing, Singles","Atlantis Bahamas Beach Week(Date: 2019-11-10), Aspen Singles Ski  Board Week(Date: 2019-12-15), Breckenridge Singles Ski  Board Week(Date: 2020-01-05)"
Tech in Motion: Boston,"Tech in Motion has been connecting tech professionals to ideas, opportunities, and each other for mo",https://www.meetup.com/techinmotionboston,Boston,02201,10708,Technology,"LAMP, MySQL, CMS (Content Management Systems), Software Development, Mobile Development, HTML5, JavaScript, PHP, Web Development, Internet Professionals, Open Source, Technology, Web Design, Computer Programming, Web Technology","How I Learned To Stop Worrying  Love HTML5(Date: 2011-08-31), .NET Enterprise Computing With Domain Specific Languages(Date: 2011-09-21), What Can Cloud Do for You?(Date: 2011-10-24)"
Boston Leisure Bicycling,"A meetup for people who would like to occasionally take short, leisurley bicycle rides in and aro",https://www.meetup.com/bike-235,Waltham,02453,2201,Travel & Outdoor,Bicycling,"Minuteman Commuter Bikeway(Date: 2007-07-08), Nashua River Rail Trail(Date: 2007-07-15), BBQ Dinner(Date: 2007-07-21)"
Grafana & Friends Boston,The Grafana  Friends Boston meetup group hosts regular events centered on open source monitoring an,https://www.meetup.com/grafana-and-friends-boston-user-group,Boston,02199,242,Technology,"Open Source, Software Development, New Technology, Internet Professionals, Web Technology, Web Development, Mobile Technology, Big Data, Machine Learning, Data Analytics, Predictive Analytics, Data Science, Grafana, Data Visualization, Information Technology","GrafanaLive Local  Boston(Date: 2022-07-27), GrafanaCON Local Boston(Date: 2023-06-12), Grafana  Friends Boston Happy Hour(Date: 2023-09-26)"
Boston Desi Ladies,"South Asian women in and around Boston, lets mix and mingle. Make new friends and meet new people!",https://www.meetup.com/desi-ladies-in-boston,Cambridge,02139,539,Identity & Language,"Expat Indian, Social Networking, Women's Social, Language & Culture, Language Exchange, Social, Desis, Indian Culture, South Asians","Drinks!(Date: 2021-12-02), Virtual mixer!(Date: 2022-01-27), Mixer!(Date: 2022-02-24)"
Boston Goddess Group,"Hello beautiful Goddess! 
Looking for a way to share your thoughts on consciousness, the divine and",https://www.meetup.com/boston-goddess-group,Boston,02109,57,Religion & Spirituality,"Tarot, Meditation, Spiritual Awakening, Spirituality, Consciousness, Intellectual Discussions, Oracle Card Reading, Sound Healing, Women's Empowerment, Conscious Movement, Crystal Healing, Mind Body Connection, Plant Medicine, Relationship Building, Divine Guidance",Group Sound Bath Night!(Date: 2022-01-23)
International Friends ( Boston ),For People living in Boston   curious about everything that happens here and most importantly gro,https://www.meetup.com/international-friends-boston,Boston,02110,107,Social Activities,"Dining Out, New In Town, Social Networking, Fun Times, Adventure, Make New Friends, Singles, Conversation, Outdoor Adventures, Social, Eating & Drinking, Outdoors, Nightlife, Dating and Relationships",
Boston Lebanese Activities,"The purpose is to meet and greet people interested in LebaneseArmenian culture.
All are welcome to",https://www.meetup.com/boston-lebanese-activities,Brookline,02445,61,Identity & Language,"Lebanese Culture, Activities, Socializing, Make New Friends, Outdoor Adventures, Hiking, Social Networking","First Meet  Greet(Date: 2022-06-04), Blue Hills Hike  Lunch at Marina Bay(Date: 2022-06-07), Blue Hills Hike  Lunch(Date: 2022-06-18)"
Young Indians in Boston,"Hello,

This group is for everyone who wants to enjoy Indian Culture in Boston and its surrounding",https://www.meetup.com/young-indians-in-boston,Boston,02108,1219,Social Activities,"Expat Indian, Social Networking, Locals & New in Town, Indian Culture, Local Activities, Fun Times, Cooking, Indian Food, Indian Professionals, Bollywood Films, Indian Music, Desis","Happy Friendsgiving(Date: 2022-11-26), Beginner Christmas Ice Skating  The Rink at 401 Park  Dinner  Time Out Market(Date: 2022-12-26), Beginners Learn to Ski  Wachusett Mountain Ski Area(Date: 2023-01-28)"
Boston Cybersecurity MUG,Every day the bad guys in the world of cyber criminals wake up and think about how to get your into,https://www.meetup.com/boston-cybersecurity-mug,Boston,02110,157,Technology,"Web Security, Network Security, Information Security, Application Security, Cloud Security, Computer Security, Cybersecurity, Data","December 2021 Cybersecurity meetup(Date: 2021-12-15), How to best manage a Ransomware event(Date: 2022-09-08), Cyber Insurance Panel Conversation(Date: 2022-11-16)"
