OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,ShapeSTArea,ShapeSTLength
94,Camp Meigs,Commonwealth of Massachusetts,A97/ACEC,3,Hyde Park,2.86609445, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3021,YES,02136,,0,124838.187840486,1506.55642337271
95,Jeremiah Hurley Memorial Park,City of Boston,A97,1,Hyde Park,0.07297301,0 (Zero) Wolcott Square,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Wolcott Square,BPRD,166,PARK_Maintenance_Ground Maintenance,166,YES,02136,1809488500,0,3178.46924953837,251.58257153264
96,Stony Brook Recreation Complex,Commonwealth of Massachusetts,A97,3,Hyde Park,27.39580723,Corner Turtle Pond Parkway & River Street,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Kelly/Factory Hill (Lawler)/Bajko/Olsen,,,INFO_Reallocation From Dept,3022,YES,02136,,0,1193277.17468461,5359.04328766197
97,Williams Square,City of Boston,A97,1,Hyde Park,0.03806014,140 Williams Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,321,PARK_Maintenance_Ground Maintenance,321,YES,02136,ROW,0,1657.7823726873,190.541351613413
98,Dana Avenue Urban Wild,Commonwealth of Massachusetts,A97,6,Hyde Park,0.77727562, ,Industrial District,Urban Wilds,DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3023,YES,02136,,0,33855.7892163087,1276.8933057907
99,Mother Brook Reservation,Commonwealth of Massachusetts,A97,2,Hyde Park,30.39329582, ,Residential District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Mill Pond Reservation,,,INFO_Reallocation From Dept,3024,YES,02136,,0,1323838.50511283,8917.91579781559
100,Mission Hill Playground,City of Boston,A97/LWCF/PARC/UPARR,3,Mission Hill,2.76091488,60 Smith Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Sheehy-Smith Playground,BPRD,199,PARK_Maintenance_Region 3,199,YES,02120,1000011000,1913,120257.631791517,1560.42439076548
101,Gibbons Playground,City of Boston,A97,3,Mission Hill,0.10489898,23 Delle Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Delle Avenue Playground,BPRD,133,PARK_Maintenance_Region 3,133,YES,02120,"1000532000,1000531000,1000530000",0,4569.10582188292,285.677634635232
102,Mozart Street Playground,City of Boston,A97/LWCF/UPARR,3,Jamaica Plain,0.80633719,10 Mozart Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Holland Plgd,BPRD,209,PARK_Maintenance_Region 3,209,YES,02130,1002268000,1959,35121.7285064025,768.172462781249
103,Beecher Street Play Area,City of Boston,A97,3,Jamaica Plain,0.17425723,20 Beecher Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,019,PARK_Maintenance_Region 3,19,YES,02130,1900350000,0,7590.1426842676,362.774500409346
104,Lawrence Farm,Private,AP/Ch61A (Part),7,Jamaica Plain,41.1616755, ,Conservation Protection Subdistrict,Open Land,TTOR,Private,X,N,Allandale Farm,,,INFO_Reallocation From Dept,7021,YES,02130,,0,1792884.03373375,6409.12742558376
105,Soldier's Monument,City of Boston,A97,1,Jamaica Plain,0.13269948,1 South Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,L,,BPRD,341,PARK_Maintenance_Region 3,341,YES,02130,1901530000,0,5779.99387401691,344.482519872085
106,English H.S. Athletic Fields,City of Boston,,3,Jamaica Plain,7.63387255,20 Williams Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,,BPS,107,PARK_Maintenance_Region 3,107,YES,02130,"1102534010,1102600000",0,332508.357481955,3592.43957999601
107,Johnson Park II,MBTA,A97,3,Jamaica Plain,0.17064967, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,2013,YES,02130,,0,7433.01638506597,567.290656092485
108,Johnson Park I,Commonwealth of Massachusetts,A97,3,Jamaica Plain,2.60107852, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3025,YES,02130,,0,113295.373382672,1467.48540391864
109,Mahoney Square,City of Boston,A97,1,Jamaica Plain,0.0602203,399P Centre Street,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Hyde Sq., Centre Square",BPRD,185,PARK_Maintenance_Region 3,185,YES,02130,1900192500,0,2623.01982616513,181.556278782127
110,Back of the Hill Urban Wild,City of Boston,A97/LWCF/USH,6,Mission Hill,3.71652063,60 Ellingwood Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1005,YES,"02130, 02120",1001491100,0,161880.79575165,2635.59196252277
111,Thetford/Evans Playground,City of Boston,A97,3,Dorchester,0.68323955,15 Evans Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,302,PARK_Maintenance_Region 2,302,YES,02124,1701995000,1955,29759.8837486065,699.929544116704
112,Woodhaven,City of Boston,A97,6,Mattapan,1.22255816,60 Woodhaven Street,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1006,YES,02126,"1801850000,1801851000",0,53250.9301858415,931.480359424499
113,Gladeside,City of Boston,A97/WPA,6,Mattapan,10.29017524,12 Gladeside Terrace,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1007,YES,02126,1800113600,0,448208.86926821,3495.07021953823
114,Willowwood Rock,City of Boston,A97,6,Dorchester,0.55885711,30 Willlowwood Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1008,YES,02124,"1403567000,1403569000,1403570000,1403571000,1403568000",0,24342.1521772927,683.594772228184
115,Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,A97,3,Mattapan,6.14183597, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3026,YES,02126,,0,267519.588553503,2585.46469262031
116,Walker Playground,City of Boston,A97/UPARR/USH,3,Mattapan,5.95396661,550 Norfolk Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,310,PARK_Maintenance_Region 2,310,YES,02126,1800824000,1912,259336.169486346,2437.93893797612
117,Kennedy Playground,Commonwealth of Massachusetts,A97,3,Mattapan,0.26005249, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Charles Plgd,,,INFO_Reallocation From Dept,3027,YES,02126,,0,11327.0829534277,485.668205200726
118,Forest Hills Cemetery,Private,,4,Jamaica Plain,243.78709001, ,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,X,,,,INFO_Reallocation From Dept,7026,NO,02130,,0,10690400.7905157,17074.9088264695
119,Walter Street Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,0.86134391,155 Walter Street,Open Space District,Cemeteries & Burying Grounds,BPRD,Private,X,X,,BPRD,313,INFO_Reallocation From Dept,313,YES,02131,2005309000,1711,37517.5959713837,872.920137862953
120,Pagel Playground,City of Boston,A97/USH,3,Jamaica Plain,2.71725419,365 Hyde Park Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,223,PARK_Maintenance_Region 4,223,YES,02131,"1904588000,1904588001",0,118355.528720259,1652.93422806526
121,Parkman Playground,City of Boston,A97/LWCF,3,Jamaica Plain,2.06827268,58 Wachusett Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,229,PARK_Maintenance_Region 4,229,YES,02130,1904607000,1924,90087.7960740475,1277.67477717164
122,Fallon Field,City of Boston,A97,3,Roslindale,7.51214641,910 South Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,112,PARK_Maintenance_Region 4,112,YES,02131,2005499000,0,327204.629756098,2373.30290800884
123,Poplar Street Play Area,City of Boston,A97,3,Roslindale,0.43611834,245 Poplar Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Hillside Play Area,BPRD,241,PARK_Maintenance_Region 4,241,YES,02131,1804684000,1951,18995.9930392678,613.585566031582
124,Delano Park,City of Boston,,1,Roslindale,0.20638751,2P Delano Park,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,N,X,,BPWD,,PARK_Maintenance_Region 4,2015,YES,02131,1804687500,0,8989.7258399568,1290.86010691213
125,Toll Gate Cemetery,Private,,4,Jamaica Plain,0.90486582, ,Open Space District,Cemeteries & Burying Grounds,Private,NULL,N,N,,,,INFO_Reallocation From Dept,7028,NO,02130,,0,39413.1462603554,1135.1239849889
126,Dudley Town Common,City of Boston,A97,1,Roxbury,0.61711798,"366-378 Dudley Street
421-425 Dudley Street",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,094,PARK_Maintenance_Region 5,94,YES,02119,"0802214000,0802849000,0802218000,0802850000,0802851000,0802852000,0802216000,0802213000,0802217000,0802215000",0,26879.8546682022,966.17504622822
127,King Street Play Area,City of Boston,A97/Trust Fund,3,Roxbury,0.1252945,239 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Play Area #4,BPRD,170,PARK_Maintenance_Region 5,170,YES,02119,0903422010,1943,5457.45431077962,307.742056393527
128,Jeep Jones Park,City of Boston,A97/PARC,3,Roxbury,1.81821592,221 Roxbury Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,164,PARK_Maintenance_Region 5,164,YES,02119,"0903340000,0903338000",1974,79196.2845152791,1230.88351432925
129,Linwood Park,City of Boston,A97,1,Roxbury,0.07384486,55P Linwood Park Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,180,PARK_Maintenance_Region 5,180,YES,02119,0903482000,0,3216.46853232785,209.072922496362
130,Kittredge Park,City of Boston,A97/PARC,1,Roxbury,0.11614305,2P Kittredge Park,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Alvah Kittredge Park,BPRD,172,PARK_Maintenance_Region 5,172,YES,02119,0903512000,0,5058.85631672373,339.56382205602
131,Rockledge Street Urban Wild,City of Boston,A97,6,Roxbury,0.51363738,5 Rockledge Street,Open Space District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1009,YES,02119,"0903698000,0903699000,0903696000,0903708000,0903697000",0,22372.5625069296,725.329824725653
132,St James Street Park,City of Boston,A97,3,Roxbury,0.39295057,39 St. James Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,292,PARK_Maintenance_Region 5,292,YES,02119,1201230000,1966,17115.8157053921,562.333027126816
133,Malcolm X Park,City of Boston,A97/LWCF,3,Roxbury,15.24316864,150 M L King Jr. Boulevard,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Washington Park,BPRD,186,PARK_Maintenance_Region 5,186,YES,02119,"1100270000,1201732000",0,663947.197476504,4397.51560221014
134,Horatio Harris Park,City of Boston,A97/LWCF,3,Roxbury,2.52211074,85 Harold Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,157,PARK_Maintenance_Region 3,157,YES,02121,1203435000,1913,109855.794558805,1301.21660291984
135,Trotter School Playground,City of Boston,A97/UPARR,3,Roxbury,1.24409101,59 Waumbeck Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,306,PARK_Maintenance_Region 5,306,YES,02121,1203276000,1973,54188.9233406865,957.736516256767
136,Crawford Street Playground,City of Boston,A97,3,Roxbury,2.56768548,320 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,073,PARK_Maintenance_Region 5,73,YES,02121,"1202983000,1202985010",1965,111840.912785654,2109.87714361881
137,Father Jack Play Area,City of Boston,A97,3,Roxbury,0.31972415,345 Walnut Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Msgr. John Roussin Park, Walnut Park Play Area",BPRD,311,PARK_Maintenance_Region 5,311,YES,02119,1101679000,1927,13926.2519569317,460.822956064198
138,Flaherty Playground,City of Boston,A97,3,Jamaica Plain,1.31089218,40 Cornwall Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Cornwall,BPRD,119,PARK_Maintenance_Region 3,119,YES,02130,1102253000,1925,57098.6781635264,958.986436644934
139,Marcella Playground,City of Boston,A97/LWCF,3,Roxbury,5.09023284,260 Highland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,187,PARK_Maintenance_Region 5,187,YES,02119,1100868000,0,221715.798616127,1831.12717688172
140,Highland Park,City of Boston,A97,3,Roxbury,3.63283913,58 Beech Glen Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,152,PARK_Maintenance_Region 5,152,YES,02119,"1100592000,1100591000",1888,158235.941444151,1557.90123797565
141,Cedar Square,City of Boston,A97,3,Roxbury,0.61566382,15 Cedar Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,045,PARK_Maintenance_Region 5,45,YES,02119,0903776000,0,26816.5147610576,653.341810870335
142,Elm Hill Park,City of Boston,A97,1,Roxbury,0.11791867,21P Elm Hill Park,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,105,PARK_Maintenance_Region 5,105,YES,02121,1202695500,0,5136.20750534222,573.234364062528
143,Quincy Street Play Area,City of Boston,A97/USH,3,Roxbury,0.54606112,65 Quincy Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,250,PARK_Maintenance_Region 5,250,YES,02121,1202881000,0,23784.8300207552,619.223808166791
144,Howes Playground,City of Boston,A97/UPARR/PARC,3,Roxbury,1.89271114,68 Moreland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Gertrude Howes Plgd,BPRD,158,PARK_Maintenance_Region 5,158,YES,02119,0802922000,1930,82441.0483544676,1206.92874449192
145,Little Scobie Playground,City of Boston,A97,3,Roxbury,0.79442312,36 Copeland Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,181,PARK_Maintenance_Region 5,181,YES,02119,1200283000,0,34602.7620964207,802.406150759077
146,Erie/Ellington Playground,City of Boston,A97/LWCF/OCB,3,Dorchester,0.37053063,125 Erie Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,108,PARK_Maintenance_Region 2,108,YES,02121,"1402484000,1402485000,1402483000",0,16139.2153886279,584.743918685488
147,Puddingstone Park,City of Boston,A97,3,Dorchester,0.54822668,330 Seaver Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,247,PARK_Maintenance_Region 2,247,YES,02121,"1400829000,1400828000,1400830000,1400831000",0,23879.1429260388,652.121914647475
148,Bynoe Park,City of Boston,A97/UPARR/USH,3,Roxbury,2.67513375,50 Orchard Park,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Edna V. Bynoe Park; Orchard Park",BPRD,100,PARK_Maintenance_Region 5,100,YES,02119,0802192040,0,116521.503627948,1417.62710579239
149,Buena Vista,City of Boston,A97,6,Roxbury,1.47775025, ,Open Space District,Urban Wilds,BCC,BPRD,X,X,Warren Gardens-Gendrot Trust,BCC,,PARK_Maintenance_Ground Maintenance,1010,YES,02119,1200493000,0,64366.5062649383,989.821796017837
150,Madison Park H.S. Athletic Fields,City of Boston,,3,Roxbury,9.60646747,55 Malcolm X Boulevard,Institutional District,"Parks, Playgrounds & Athletic Fields",BPS,BPRD,N,X,,BPS,183,PARK_Maintenance_Region 5,183,YES,02120,0902980000,0,418429.454397403,2583.94626497571
151,Dennis Street Park,City of Boston,A97/USH,3,Roxbury,0.68561997,138 Moreland Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Moreland Green,BPRD,085,PARK_Maintenance_Region 5,85,YES,02119,"0803088000,0803091000,0803087000,0803083000,0803082000,0803078000,0803085000,0803084000,0803079000,0803081000,0803080000,0803086000",0,29863.6182143559,735.368627693311
152,Holborn Street Playlot,City of Boston,A97/LWCF/USH,3,Roxbury,0.14143004,6 Holborn Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,155,PARK_Maintenance_Region 5,155,YES,02121,"1202854000,1202855000",0,6160.26923518515,347.75949433777
153,Medal of Honor Park,City of Boston,A97,1,South Boston,6.18321088,775 East First Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,196,PARK_Maintenance_Region 6,196,YES,02127,0603699000,1897,269322.907689913,2137.99899359379
154,Christopher Lee Playground,City of Boston,A97/LWCF,3,South Boston,5.43840854,775 East First Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,M Street Plgd,BPRD,057,PARK_Maintenance_Region 6,57,YES,02127,0603699000,1897,236882.998351111,2251.5343379519
155,Hawes Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.24322679,301 Emerson Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,146,PARK_Cemetery Maintenance Request,146,YES,02127,0602574000,1816,10594.2557988835,412.740469107505
156,Union Burying Ground,City of Boston,Ch114S7/A97,4,South Boston,0.12032393,650 East Fifth Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,307,PARK_Cemetery Maintenance Request,307,YES,02127,0602592000,1841,5240.97277887723,310.860489488389
157,Dorchester Heights NHS,United States of America,A97/NRHP,1,South Boston,4.40435229, ,Residential District,"Malls, Squares & Plazas",National Park Service,NULL,X,X,Thomas Park/Telegraph Hill,,,INFO_Reallocation From Dept,5001,YES,02127,,0,191840.931247926,1787.91299100564
158,Flaherty Park,City of Boston,A97,3,South Boston,0.25204014,130 B Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,118,PARK_Maintenance_Region 6,118,YES,02127,0601252000,1909,10978.1474468938,420.672461183618
159,Buckley Playground,City of Boston,A97,3,South Boston,0.64952408,210 West Third Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,035,PARK_Maintenance_Region 6,35,YES,02127,0601560000,1952,28291.4243080868,766.880210004245
160,Ronan Park,City of Boston,A97/LWCF/USH,3,Dorchester,11.2413665,92 Mt. Ida Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,268,PARK_Maintenance_Region 2,268,YES,02122,1501590000,1912,489640.899780639,3299.81232038796
161,Mt. Bowdoin Green,City of Boston,A97,1,Dorchester,0.53822545,18 Bowdoin Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,206,PARK_Maintenance_Region 2,206,YES,02121,1401202000,0,23443.4872969594,598.743383526907
162,Byrne Playground,City of Boston,A97,3,Dorchester,1.18864855,23 Everett Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,039,PARK_Maintenance_Region 2,39,YES,02122,1600085000,1939,51774.0482486512,1032.8235005322
163,Doherty/Gibson Playground,City of Boston,A97,3,Dorchester,5.72677554,1545 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townfield,BPRD,088,PARK_Maintenance_Region 2,88,YES,02124,1600740000,1897,249440.878947105,2054.53191457427
164,Wellesley Park,City of Boston,A97,3,Dorchester,0.7134472,25 Wellesley Park,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,316,PARK_Maintenance_Region 2,316,YES,02124,1702486000,0,31075.6596541119,922.117197110316
165,McMorrow Playground,Commonwealth of Massachusetts,A97,3,Dorchester,5.23227413, ,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3029,YES,02122,,0,227904.194069172,2377.88674556214
166,Hemenway Playground,City of Boston,A97/UPARR,3,Dorchester,4.39559122,540 Adams Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,151,PARK_Maintenance_Region 2,151,YES,02122,1602003000,1919,191458.772515717,1754.85959212991
167,Rev. Loesch Family Park,City of Boston,A97/UPARR/PARC,3,Dorchester,2.25173143,20 Wainwright Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Cronin/Wainwright Park,BPRD,257,PARK_Maintenance_Region 2,257,YES,02124,1601398000,1899,98078.5540575672,1250.41788788039
168,Codman Burying Ground,Private,,4,Dorchester,2.62546008, ,Residential District,Cemeteries & Burying Grounds,Private,NULL,N,N,,,,INFO_Reallocation From Dept,7032,NO,02124,,0,114356.958108543,1365.3343191008
169,Walsh Playground,City of Boston,A97/LWCF,3,Mattapan,6.94625108,1005 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,312,PARK_Maintenance_Region 2,312,YES,"02126, 02124",1703276000,1946,302557.674275802,2368.69030990296
170,Dorchester South Burying Ground,City of Boston,Ch114S7/A97,4,Dorchester,1.93328338,2095 Dorchester Avenue,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,091,PARK_Cemetery Maintenance Request,91,YES,02124,1704193000,1814,84207.9871943815,1262.17934062633
171,Dorchester Park,City of Boston,A97/USH,3,Dorchester,27.2996867,2180 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,090,PARK_Maintenance_Region 2,90,YES,02124,1605016000,1891,1189093.86352627,6480.99575307794
172,Gallivan/Hallet Circle,Commonwealth of Massachusetts,A97,1,Dorchester,0.47803119, ,Commercial/Office/Business District,"Malls, Squares & Plazas",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3030,YES,02122,1604206000,0,20821.5959608914,688.441614972691
173,Toohig Playground,Commonwealth of Massachusetts,A97,3,Dorchester,2.12442011, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3031,YES,02122,,0,92533.2983010888,1568.73248765631
174,Martin/Hilltop Playground,City of Boston,A97,3,Dorchester,1.31399581,95 Myrtlebank Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,189,PARK_Maintenance_Region 2,189,YES,02124,1604367000,1979,57233.6874585263,997.690052507081
175,10 Josephine Street Garden,TTOR,PDR/Land Trust,5,Dorchester,0.06909026, ,Residential District,Community Gardens,TTOR,NULL,N,N,,,,INFO_Reallocation From Dept,7208,NO,02122,,0,3009.36311320618,230.214530022469
176,Mother's Rest at Four Corners,City of Boston,A97/LWCF/USH,3,Dorchester,1.14620734,410 Washington Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,205,PARK_Maintenance_Region 2,205,YES,02124,"1702437000,1702438000,1702436000,1702439000",0,49925.3757292832,1020.59963180146
177,Ripley Playground,City of Boston,A97/UPARR/PARC,3,Dorchester,0.84612895,25 Ripley Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,261,PARK_Maintenance_Region 2,261,YES,02121,1401485000,1913,36854.8148321257,940.464336905893
178,Garvey Playground,City of Boston,A97,3,Dorchester,5.26426894,340 Neposet Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,William H. Garvey Playground,BPRD,130,PARK_Maintenance_Region 2,130,YES,02122,1602436000,1896,229295.84296602,1961.12610381837
179,Ventura Playground,Commonwealth of Massachusetts,A97,3,Dorchester,1.31001994, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3032,YES,02124,,0,57060.5127190241,1193.68730165441
180,Geneva Cliffs,City of Boston,A97,6,Dorchester,1.7984447,275 Geneva Avenue,Residential District,Urban Wilds,BCC,BPRD,X,X,,BCC,,PARK_Maintenance_Ground Maintenance,1011,YES,02121,"1401390000,1401389000",0,78334.9527671717,1346.48327845701
181,Hayes Park,City of Boston,A97,3,South End,0.2751935,158 Warren Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,147,PARK_Maintenance_Region 6,147,YES,02116,0400302000,1991,11986.6332605258,438.110833418142
182,Peters Park II,BRA,,3,South End,0.50712416,230 Shawmut Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,,BRA,,INFO_Reallocation From Dept,2155,YES,02118,0306040000,1974,22088.9945769954,1330.05190269978
183,Peters Park I,City of Boston,A97,3,South End,3.32684208,230 Shawmut Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,236,PARK_Maintenance_Region 6,236,YES,02118,0306100000,1974,144907.222264983,1789.60420582679
184,Rotch Playground,City of Boston,A97,3,South End,2.74608007,30 Randolph Street,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,272,PARK_Maintenance_Region 6,272,YES,02118,0306535000,1903,119611.359335831,1412.84977452276
185,Ringgold Park,City of Boston,A97,3,South End,0.44552493,10 Ringgold Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Hanson St. Play Area, Ringgold St. Play Area",BPRD,260,PARK_Maintenance_Region 6,260,YES,02118,"0305913000,0305912000,0305911000",1965,19405.7985437038,603.736020900522
186,Blackstone Square,City of Boston,A97,1,South End,2.44463878,1535 Washington Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,024,PARK_Maintenance_Region 6,24,YES,02118,0900348000,1855,106481.509432388,1309.75983638843
187,Franklin Square,City of Boston,A97/LWCF,1,South End,2.48301375,1530 Washington Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,126,PARK_Maintenance_Region 6,126,YES,02118,0801384000,1849,108152.910915968,1319.6699253559
188,South End South Burying Ground,City of Boston,Ch114S7/A97,4,South End,1.47010128,1620 Washington Street,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,286,PARK_Cemetery Maintenance Request,286,YES,02118,0801390000,1810,64033.5016449489,1177.64100600299
189,Worcester Square,City of Boston,A97,1,South End,0.34378499,1P Worcester Square,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,330,PARK_Maintenance_Region 6,330,YES,02118,0801504500,0,14974.2956242655,709.322083686952
190,Carter Playground,City of Boston,A97/LWCF,3,Roxbury,4.91494835,709 Columbus Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,043,PARK_Maintenance_Region 6,43,YES,02118,0901346000,1899,218846.778136561,2152.70654354192
