OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,ShapeSTArea,ShapeSTLength
384,Bunker Hill Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.10725989,201 Bunker Hill Street,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD,BPRD,X,A,,BPRD,037,PARK_Cemetery Maintenance Request,37,YES,02129,0200146000,1807,48229.2622987998,1028.16715241532
385,Clifford Playground,City of Boston,A97/UPARR,3,Roxbury,7.55334443,160 Norfolk Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,059,PARK_Maintenance_Region 5,59,YES,02119,0800465000,1909,329003.13184072,2814.56412800796
386,Elmhurst Street Park,City of Boston,A97,3,Dorchester,0.2348565,27-35 Elmhurst Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,106,PARK_Maintenance_Ground Maintenance,106,YES,02124,"1701445000,1701447000,1701446000",2009,10229.6395793414,437.957112865321
387,Dunbarton Woods,City of Boston,A97,6,West Roxbury,0.73523252,Dunbarton Road,Residential District,Urban Wilds,BCC,Private+BPRD,X,X,,BCC,,INFO_Reallocation From Dept,1027,YES,02132,"2011803000,2011808000,2011802000,2011811000,2011804000,2011810000,2011809000,2011807000,2011813000,2011805000,2011812000,2011806000",0,32024.4787202721,909.225758907212
388,Joe's American Harborwalk,Private,Ch91/WPA,1,Central Boston,0.04359801,98-104 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7141,YES,02110,,0,1899.01268437155,344.125672490492
389,Bradford Street Play Area,City of Boston,A97,3,South End,0.03665251,18 Bradford Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,030,PARK_Maintenance_Region 6,30,YES,02118,"0305979000,0305978000",1954,1596.47531817666,161.649461980274
390,Lincoln Square,City of Boston,A97,1,South Boston,0.21659302,755 East Fourth Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,William Hannigan Square,BPRD,179,PARK_Maintenance_Region 6,179,YES,02127,0602602000,0,9434.17312270976,521.427682407249
391,Laviscount Park,City of Boston,A97/PARC,3,Roxbury,1.1541777,80 Humboldt Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townsend Street Plaza,BPRD,177,PARK_Maintenance_Region 5,177,YES,02121,"1201975000,1201973010",1941,50272.5744704798,1081.07474439919
392,Statler Park,City of Boston,A97,1,Central Boston,0.2326726,243 Stuart Street,Special District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,294,PARK_Maintenance_Region 5,294,YES,02116,0500809000,1925,10134.568094542,496.320021530714
393,Hynes Playground,City of Boston,A97,3,West Roxbury,6.41668495,502 VFW Parkway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,159,PARK_Maintenance_Region 4,159,YES,02132,2004130000,1950,279491.688212285,2129.95501840621
394,Rink Grounds,Commonwealth of Massachusetts,A97,3,Charlestown,0.7343436, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3084,YES,02129,,0,31985.9257120154,1995.25745441465
395,Roxbury Heritage State Park,Commonwealth of Massachusetts,A97,3,Roxbury,1.78135758, ,Institutional District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,PARK_Maintenance_Region 3,3085,YES,02119,,0,77595.9363098343,2486.31806810131
396,Eliot Burying Ground,City of Boston,Ch114S7/A97,4,Roxbury,0.7936643,16 Eustis Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,A,,BPRD,103,PARK_Cemetery Maintenance Request,103,YES,02119,0802425000,1630,34569.7432684602,778.884240186127
397,Blake Estates Urban Wild I,Private,A97/CR/WPA,6,Hyde Park,1.20888687,Bank of Mother Brook btwn Hyde Park Ave & Fulton St,Industrial District,Urban Wilds,BCC,BPRD,X,X,"Allis Chalmers UW, Area 1",BCC,,INFO_Reallocation From Dept,1028,YES,02136,,0,52655.4174221628,1465.45539077438
398,Railroad Avenue,Commonwealth of Massachusetts,A97,6,Hyde Park,1.09888797, ,Residential District,Urban Wilds,DCR,NULL,X,X,,,,PARK_Maintenance_Ground Maintenance,3086,YES,02136,,0,47864.2027811668,1226.92649831621
399,Fairview Cemetery,City of Boston,Ch114S7/A97,4,Hyde Park,59.06,28 Fairview Avenue,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,111,PARK_Cemetery Maintenance Request,111,YES,02136,"1812269085,1812269086,1812262000",1892,2572567.75299029,7840.31172072934
400,Joyce Playground,City of Boston,A97/PARC,3,Allston-Brighton,1.3648205,80 Union Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,169,PARK_Maintenance_Region 4,169,YES,02135,2102798000,1949,59447.8192674448,1041.22460073026
401,Cassidy Playground,City of Boston,A97/LWCF,3,Allston-Brighton,9.60773626,379 Chestnut Hill Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,044,PARK_Maintenance_Region 4,44,YES,02467,2102440000,1898,418485.178560167,2708.18130291514
402,Shubow Park I,City of Boston,A97,3,Allston-Brighton,0.57167722,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Chiswick Park;  Andrew Jackson Davis Jr Tot Lot",BPRD,283,PARK_Maintenance_Region 4,283,YES,02135,2102536000,1949,24900.6034625476,770.589468980238
403,Shubow Park II,City of Boston,,3,Allston-Brighton,0.15557707,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",PWD,BPRD,N,X,Chiswick Park,BPWD,,PARK_Maintenance_Region 4,2191,YES,02135,ROW,1949,6776.51429966478,671.207521107349
404,St Augustine Burying Ground,Private,,4,South Boston,0.91315492,"Dorchester Ave, Tudor St, F St,",Residential District,Cemeteries & Burying Grounds,Private,Private,N,N,,Private,,INFO_Reallocation From Dept,7142,NO,02127,,0,39774.4677022926,1212.7645550742
405,Central Square,City of Boston,A97,1,East Boston,0.9050867,1P William C Kelly Square,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,048,PARK_Maintenance_Region 1,48,YES,02128,0105924000,0,39423.1345910731,780.437599607264
406,Rossmore/Stedman Park,City of Boston,A97,3,Jamaica Plain,0.07356577,40 Rossmore Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,271,PARK_Maintenance_Region 3,271,YES,02130,1102791000,1977,3204.29652835767,248.07020854696
407,Brewer-Burroughs Tot Lot,City of Boston,A97,3,Jamaica Plain,0.19124932,2P Brewer Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,031,PARK_Maintenance_Region 3,31,YES,02130,1901875000,1973,8330.24965785451,373.015354946306
408,The Fenway I,City of Boston,A97/NRHP,2,Fenway/Longwood,6.75107846,The Fenway from Emanuel College to Boston Conservatory of Music (Brookline Ave to Boylston St),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway,DCR,,INFO_Reallocation From Dept,2194,YES,"02115, 02215",,0,294057.167766016,25658.2468613072
409,Public Ground,City of Boston,A97,1,Allston-Brighton,0.06371687,Cambridge & Henshaw Streets,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,345,INFO_Reallocation From Dept,345,YES,02135,2202388000,0,2775.32861573792,200.241863005721
410,Tebroc Street Playlot,City of Boston,A97,3,Dorchester,0.07342236,151 Bowdoin Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,349,PARK_Maintenance_Region 2,349,YES,02122,"1500952010,1500951000",0,3198.05620128105,264.569261678233
411,Aquarium Harborwalk I,Private,Ch91/WPA,1,Central Boston,0.57319833,248 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,Central Wharf Harborwalk,,,INFO_Reallocation From Dept,7149,YES,02110,,0,24966.935721428,3070.98386595966
412,Hanlon Square,City of Boston,A97,1,Mission Hill,0.0384283,725 Huntington Avenue,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Francis Circle,BPRD,140,PARK_Maintenance_Region 3,140,YES,02115,1000197500,0,2474.73713604881,317.661035697925
413,Essex Square,City of Boston,A97,1,Charlestown,0.02510106,23-25 Essex Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,337,PARK_Maintenance_Ground Maintenance,337,YES,02129,0202551000,0,1093.33590834985,136.125741658937
414,Mt. Pleasant Play Area,City of Boston,A97,3,Roxbury,0.39857232,30 Mt. Pleasant Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,208,PARK_Maintenance_Region 5,208,YES,02119,"0802668001,0802694000,0802693000,0802692000",0,17360.6441223472,575.620437971101
415,Joslin Park,City of Boston,A97,1,Fenway/Longwood,0.30792907,10 Joslin Place,Institutional District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,168,PARK_Maintenance_Region 3,168,YES,02215,0401966000,0,13412.535043944,665.518085349106
416,Portsmouth Street Playground,City of Boston,A97/UPARR,3,Allston-Brighton,4.26129194,35 Portsmouth Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,243,PARK_Maintenance_Region 4,243,YES,02135,2200664000,0,185610.088356982,1913.38879117428
417,Heath Square,City of Boston,A97,1,Jamaica Plain,0.09790836,65 Heath Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,150,PARK_Maintenance_Region 3,150,YES,02130,1002467500,0,4264.6064155774,231.907858463705
418,Emmel Square,City of Boston,A97,1,Roslindale,0.01828282,23 South Fairview Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Gustav Emmel Square, Carruth Square, Emmet Square (sic)",BPRD,336,PARK_Maintenance_Region 3,336,YES,02131,ROW,0,796.345998228429,134.372391511495
419,Tremlett Square,City of Boston,A97,1,Dorchester,0.1581,39P Tremlett Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Town Meeting Park,BPRD,305,PARK_Maintenance_Region 2,305,YES,02124,ROW,0,6886.37896332737,639.420134188883
420,Bonito Square,City of Boston,,1,East Boston,0.0621615, ,Residential District,"Malls, Squares & Plazas",NULL,BPRD,N,X,"Joseph A. Bonito Square;  Walley Park",BPWD,,PARK_Maintenance_Region 1,2102,YES,02128,ROW,0,2707.58595623045,254.76164533234
421,Richardson Park,Commonwealth of Massachusetts,A97,1,Dorchester,1.11426156, ,Residential District,"Malls, Squares & Plazas",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,3088,YES,02125,,0,48533.8592892505,935.786857202139
422,Roberts Playground,City of Boston,A97,3,Dorchester,10.22630854,56 Dunbar Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,265,PARK_Maintenance_Region 2,265,YES,02124,1701747000,1930,445427.049085106,3044.46155903643
423,Willow Pond Meadow,Commonwealth of Massachusetts,A97/WPA,3,Jamaica Plain,6.25209794, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,"Olmsted Park;  Former Kelly Rink Site",DCR,,INFO_Reallocation From Dept,3090,YES,02130,,0,272323.11293636,2217.40104113203
424,Olmsted Park,City of Boston,A97/NRHP/WPA/Ch91/NHESP/RSP,3,Jamaica Plain,42.82523011,217 Jamaicaway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Daisy Field,BPRD,221,PARK_Maintenance_Region 3,221,YES,02130,1001585000,1890,1865347.22903091,8807.48382703513
425,Frieda Garcia Park,City of Boston,A97,3,Back Bay/Beacon Hill,0.26781767,95-111 Clarendon Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,,BPRD,127,PARK_Maintenance_Ground Maintenance,127,YES,02116,"0401144000,0401143000,0401142000",2013,11665.3822577183,486.116817155706
426,Raymond V. Mellone Park II,City of Boston,100,3,Allston-Brighton,0.475156, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Library Park II,BPL,,INFO_Reallocation From Dept,2198,YES,02134,2200350010,0,20696.4416076434,955.866087546875
427,Rena Park,Private,Zoning Agrmnt,3,Allston-Brighton,2.2240593,288 - 290 N Harvard Street,Special District,"Parks, Playgrounds & Athletic Fields",Private,Private,N,X,NULL,NULL,NULL,INFO_Reallocation From Dept,7193,YES,02134,,0,96873.7321580127,1891.6714954501
428,Stony Brook Reservation III,Commonwealth of Massachusetts,A97/WPA/NHP,2,Hyde Park,70.24374286, ,Residential District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3091,YES,"02136, 02131",,0,3059604.99947979,16517.346937739
429,George Wright Golf Course,City of Boston,A97,3,Hyde Park,155.98362996,"420 West Street 
260 West Street",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,132,PARK_Maintenance_Region 4,132,YES,"02136, 02131",1811338000,1930,6794170.78065966,14378.2866224272
430,DeForest Urban Wild,City of Boston,A97,6,Hyde Park,1.0238238, ,Residential District,Urban Wilds,BCC,BPRD,X,X,Deforest Street Urban Wild,BCC,,PARK_Maintenance_Ground Maintenance,1029,YES,02136,"1808647000,1808650000,1808643000,1808645000,1808649000,1808646000,1808648000,1808652000,1808644000,1808651000",0,44594.6374505154,1168.31100621005
431,ICA Pier Walk,Private,,1,South Boston,0.29264781,100 Northern Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7156,YES,02210,,0,12746.9396853214,1000.17585713338
432,Fan Pier Harborwalk,Private,,1,South Boston,1.66183038, ,Special District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7157,YES,02210,,0,72384.250556619,2854.07698822741
433,McLaughlin Playground,City of Boston,A97/LWCF,3,Mission Hill,11.66941737,239 Parker Hill Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,194,PARK_Maintenance_Region 3,194,YES,02120,1001214000,1912,508293.367882547,4113.63832794851
434,Parker Hilltop,Private,A97/CR,6,Mission Hill,1.69475448,225 Parker Hill Avenue,Institutional District,Urban Wilds,BCC,Private+BPRD,X,X,The Meadow,,,PARK_Maintenance_Region 3,1030,YES,02120,1001213000,0,73818.6350512887,1153.83202158678
435,LoPresti Park,City of Boston,A97/LWCF/PARC/WPA,3,East Boston,3.23416881,33 Sumner Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,182,PARK_Maintenance_Region 1,182,YES,02128,0105404000,1977,140872.089796807,2467.90552119588
436,Raymond V. Mellone Park I,City of Boston,A97,3,Allston-Brighton,1.08096812,288-308 North Harvard Street,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Library Park I,BPRD,255,INFO_Reallocation From Dept,255,YES,02134,2200344010,0,47084.0238877187,1100.20184016283
437,General Edward O. Gourdin African-American Veterans Memorial Park,City of Boston,A97,1,Roxbury,0.50447733, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Peace Park, Justice Gourdin Park I",BPRD,136,PARK_Maintenance_Ground Maintenance,136,YES,02119,"0903160000,0903159010,0903242010,0903241010,0903220030",0,21973.5821360655,612.249438378767
438,Elliot Norton Park,City of Boston,A97/LWCF,3,Central Boston,0.94506693,295 Tremont Street,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,104,PARK_Maintenance_Region 1,104,YES,02116,"0500068050,0500068000,0500068040,0500068010",1991,41164.4712752244,1250.56050399839
439,Bay Village Neighborhood Park,City of Boston,,1,Central Boston,0.09401441, ,Commercial/Office/Business District,"Malls, Squares & Plazas",PWD,NULL,X,X,,PWD,,PARK_Maintenance_Region 1,2108,YES,02116,,0,4095.00881812223,275.391203087222
440,Beauford Play Area,City of Boston,A97,3,Roxbury,0.23574206,127 Howard Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,018,PARK_Maintenance_Region 5,18,YES,02125,"1300645000,1300643000,1300642000,1300644000",1965,10268.239549867,411.343254811815
441,Children's Park,City of Boston,A97,3,Dorchester,0.34855408,81-85 Intervale Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,055,PARK_Maintenance_Region 5,55,YES,02121,"1400374000,1400372020,1400373000,1400372000",1974,15182.0047963498,526.574540075287
442,Winthrop Playground,City of Boston,A97/PARC/UPARR,3,Roxbury,1.56102517,21 Danube Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,325,PARK_Maintenance_Region 5,325,YES,02125,1300477000,1911,67993.7995850455,1070.27396408985
443,Denton Square,City of Boston,A97,1,Roxbury,0.07436155,1 Wayland Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,086,PARK_Maintenance_Region 5,86,YES,02125,1301019000,0,3238.9672994205,266.150216320563
444,Ceylon Park,City of Boston,A97/USH,3,Dorchester,4.64357435,105 Ceylon Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,049,PARK_Maintenance_Region 5,49,YES,02121,"1400147000,1400124000,1400120000,1400123000,1400122000,1400121000",1923,202260.144146741,2537.92441748198
445,Hannon Playground,City of Boston,A97/AUL,3,Roxbury,1.96738119,621 Dudley Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Mary Hannon Plgd,BPRD,141,PARK_Maintenance_Region 5,141,YES,02125,"1300172000,1300173000,1300171000,1300170000",1940,85693.2510086361,1164.34823460083
446,Portal Park,MassDOT,A97/CAT Mit,1,Central Boston,0.36661681,Causeway St above O'Neill Tunnel Entrance Portal (Zakim Bridge Approach),Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,O'Neill Tunnel Portal Park,,,INFO_Reallocation From Dept,4082,YES,02114,,0,15968.824957156,565.341471178134
447,Healy Playground,City of Boston,A97/USH,3,Roslindale,9.60460873,160 Florence Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,149,PARK_Maintenance_Region 4,149,YES,02131,1903209000,1902,418345.942872043,2765.11862394086
448,Menino Park,City of Boston,A97/WPA/Ch91,3,Charlestown,1.23670225,First Avenue & Sixteenth Street,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,"Mayor Thomas M. Menino Park, Parcel 5 Park, Spaulding Park",BPRD,2202,INFO_Reallocation From Dept,2202,YES,02129,0203517800,0,53867.3454547811,1209.68395529493
449,Spectacle Island I,City of Boston,A97,3,Harbor Islands,86.00358069,5 Spectacle Island,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,DCR,X,X,Spectacle Island,BPRD,290,INFO_Reallocation From Dept,290,YES, ,"0107073100,0107072000,0107071000,0107073000,0107070000,0107074000",0,3746063.95938593,11421.4244313473
450,Spectacle Island II,Commonwealth of Massachusetts,A97,3,Harbor Islands,25.52192665, ,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,Spectacle Island,DCR,,INFO_Reallocation From Dept,3093,YES, ,,0,1111663.52539989,6763.4422251304
451,Cook Street Play Area,City of Boston,A97,3,Charlestown,0.10135288,15 Hill Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,068,PARK_Maintenance_Region 1,68,YES,02129,0201637000,0,4414.66365446579,320.965970943732
452,Spaulding Rehabilitation Plaza,Private,WPA/Ch91,1,Charlestown,0.29724262,300 First Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7164,NO,02129,,0,12947.0732374927,838.388140013375
453,Navy Yard Grounds,United States of America,NHL,3,Charlestown,3.58076532, ,Industrial District,"Parks, Playgrounds & Athletic Fields",National Park Service,NULL,X,X,Boston National Historical Par,NPS,,INFO_Reallocation From Dept,5002,YES,02129,,0,155968.3229128,5411.33778397228
454,Christopher Columbus Park,City of Boston,A97/LWCF/Ch91/WPA,3,Central Boston,4.86711363,110 Atlantic Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Waterfront Park,BPRD,056,PARK_Maintenance_Region 1,56,YES,02110,"0303024000,0303022000",1975,211997.966982095,2041.98341224061
455,Long Wharf,BRA,LWCF/Ch91/WPA,1,Central Boston,3.90122458,206-214 Atlantic Avenue (Harbor End of Wharf),Special District,"Malls, Squares & Plazas",National Park Service,BRA,X,X,Long Wharf Plaza,BRA,,INFO_Reallocation From Dept,2209,YES,02110,,0,169926.321813453,4163.02351354193
456,Peter Looney Park,City of Boston,A97,3,Charlestown,0.66841561,34 Union Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Rutherford Union Playground,BPRD,235,PARK_Maintenance_Region 1,235,YES,02129,0203850000,1912,29114.2580276192,870.236985918248
457,Charlestown Naval Shipyard Park,BRA,A97/LWCF/Ch91/WPA,3,Charlestown,9.58138441, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL,NULL,X,X,Shipyard Park,,,PARK_Maintenance_Region 1,2211,YES,02129,,0,417339.074693355,7710.52496685094
458,Constitution Beach,Commonwealth of Massachusetts,A97,2,East Boston,25.31309776, ,Open Space District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,Orient Heights Beach,,,INFO_Reallocation From Dept,3094,YES,02128,,0,1102572.64528371,7620.86247331345
459,Massport Harborwalk,Massport,AM/Ch91/WPA,1,East Boston,2.47144426, ,Industrial District,"Malls, Squares & Plazas",MA EOEEA,Massport,N,X,,Massport,,INFO_Reallocation From Dept,4085,YES,02128,,0,107650.761496749,6328.14685808505
460,Nira Rock,City of Boston,A97,6,Jamaica Plain,1.44765781,22 Nira Avenue,Open Space District,Urban Wilds,BPRD,BPRD,X,X,,BPRD,214,PARK_Maintenance_Ground Maintenance,214,YES,02130,"1001694000,1001728000,1001725000,1001722000,1001727000,1001719000,1001720000,1001718000,1001721000,1001697000,1001726000,1001717000,1001723000,1001724000",0,63055.8098226819,1144.55576464307
461,Jefferson Playground,City of Boston,A97/USH,3,Jamaica Plain,3.40077045,10 Grotto Glen Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,165,PARK_Maintenance_Region 3,165,YES,02130,1001672000,1924,148127.943636933,1718.30815019052
462,Arborway I,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,16.77585562, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3095,YES,02130,,0,730706.248629033,43842.5572016061
463,Amory Street Park,City of Boston,A97,3,Jamaica Plain,0.12224663, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,350,PARK_Maintenance_Region 3,350,YES,02119,"1101139000,1101140000",2017,5324.70302822889,304.147780456348
464,Puopolo Playground,City of Boston,A97/Ch91/WPA,3,Central Boston,2.65425058,517 Commercial Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,248,PARK_Maintenance_Region 1,248,YES,02109,0303055000,0,115611.678323611,1825.0525745949
465,Stony Brook Reservation II,Commonwealth of Massachusetts,A97,2,West Roxbury,141.95723737, ,Residential District,"Parkways, Reservations & Beaches",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3097,YES,"02132, 02136",,0,6169030.26849492,25860.728239475
466,A Street Park,City of Boston,A97,3,South Boston,1.3607258,135-141 A Street,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Channel Center Park,BPRD,335,INFO_Reallocation From Dept,335,YES,02210,0602749020,2016,59269.4006039947,1012.09043314643
467,Fort Point Channel Harborwalk,Private,CAT Mit,1,South Boston,1.41395605, ,Industrial District,"Malls, Squares & Plazas",Private,NULL,N,X,,,,INFO_Reallocation From Dept,7174,YES,"02210, 02127",,0,61587.9439571886,4651.12000334424
468,Franklin Park,City of Boston,A97/WPA/NRHP,3,Roxbury,392.18501638,"25 Pierpont Road 
155 Seaver Street (Tiffany Moore) 
450 Walnut Avenue (El Parquesito de la Hermandad) 
1 Franklin Park Drive (Zoo) 
1 Jewish War Mem Veteran's Dr (Club House) 
100 Jewish War Memorial Veteran's Dr (Mtce Yard) 
35 American Legion Hwy (Mot",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,124,PARK_Maintenance_Region 3,124,YES,"02130, 02121","1203487001,1203486000",1883,17082410.2271783,36183.7640744027
469,Charlesgate I,Commonwealth of Massachusetts,A97,2,Fenway/Longwood,6.59092994,"Btwn Storrow Dr, Mass Pike, Charlesgate East & Charlesgate West",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Charlesgate (contains Bowker Overpass),,,INFO_Reallocation From Dept,3098,YES,02215,,0,287082.369483824,9303.09439553529
470,Adams Park,City of Boston,A97,3,Roslindale,0.7051637,4225 Washington Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,"Irving W. Adams Park, Roslindale Square, Hartin Square",BPRD,001,PARK_Maintenance_Region 4,1,YES,02131,2000037000,1919,30714.7026834509,815.034434072428
471,Arnold Arboretum,City of Boston,A97/GPOD/WPA,3,Jamaica Plain,224.27203832,"125 The Arborway; 25 Bussey Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,,BPRD,011,PARK_Maintenance_Region 3,11,YES,"02130, 02131","1902795000,1902799000,1902801000",1882,9768623.90864339,21745.9966466182
472,Hunt Playground,City of Boston,A97,3,Mattapan,18.67,40 Almont Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Almont Park,BPRD,006,PARK_Maintenance_Region 2,6,YES,02126,"1802159003,1802158000,1802191000,1802193000,1802125000,1802192000,1802198000",1924,813406.771879324,4655.24981156543
473,Pope John Paul II Park I,Commonwealth of Massachusetts,A97/ACEC/WPA,2,Dorchester,70.00617732, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,3099,YES,"02124, 02122",,0,3049258.85551545,19791.3187510639
474,Port Norfolk Park,Commonwealth of Massachusetts,A97/ACEC/WPA,2,Dorchester,12.72565247, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,3100,YES,02122,,0,554291.391146037,5824.8796904864
475,Pope John Paul II Park II,MBTA,,2,Dorchester,0.33162551, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,N,X,"Neponset River Greenway, Lower Neponset River Trail",MBTA,,INFO_Reallocation From Dept,4091,YES,02122,,0,14444.5917757153,876.321129607117
477,West Link Park,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,3.58777585, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Dorchester Shores Reservation,DCR,,INFO_Reallocation From Dept,3102,YES,02125,,0,156272.655354193,2389.349077727
